serial,AB,sentiment_polarity,sentiment_subjectivity,sentiment_category
3001,"This paper characterizes Guanarito virus, the etiologic agent of Venezuelan hemorrhagic fever. Based on its morphology and antigenic properties, Guanarito virus appears to be a new member of the Tacaribe complex of the genus Arenavirus, family Arenaviridae. Complement fixation and indirect fluorescent antibody tests showed that Guanarito virus and its antiserum are broadly cross-reactive with other members of the Tacaribe complex, but it can be differentiated from other members of the complex by neutralization test. Guanarito virus causes mortality in suckling mice and adult guinea pigs, but not in adult mice. Inoculated rhesus monkeys developed viremia and became ill; however, they subsequently recovered and responded with production of antibody. To date, all isolates of Guanarito virus have come from sick persons or wild rodents living within a single geographic focus in the central plains of Venezuela.",-0.1148031655844156,0.3992796266233765,負面
3050,"Computer games are highly dynamic environments, where players are faced with a multitude of potentially unseen scenarios. In this paper, AI controllers are applied to the Mario AI benchmark platform, by using the grammatical evolution system to evolve behavior tree structures. These controllers are either evolved to both deal with navigation and reactiveness to elements of the game or used in conjunction with a dynamic A* approach. The results obtained highlight the applicability of behavior trees as representations for evolutionary computation and their flexibility for incorporation of diverse algorithms to deal with specific aspects of bot control in game environments.",-0.1333333333333333,0.3763888888888889,負面
3129,"This research explores mediated ritual interactions in the form of pictures taken using a mobile device in tandem with two critical designs: Probably Not and World to GIF. We take our point of departure in Rich Ling's understanding of mobile interaction as a ritual of social cohesion and social bonding to explore sociotechnical interactions with mobile technology. By means of playful critical interaction design methods, we explore how deviance from the ritual of mediated interaction through taking pictures on the mobile phone may enhance our understanding of artificial agents. Building upon Ling's work, we mobilize the ritual aspect of mobile communication to open possibilities for imagining alternatives of seeing the world through artificial intelligence. We conclude by arguing that playful designs in mobile communication research may allow us to disassemble and reassemble mobile apps which enables critical reflection on the role of artificial agents in mobile rituals.",-0.1358333333333333,0.6783333333333333,負面
3375,"We have previously shown that in neutrophils deprived of granulocyte colony-stimulating factor, apoptosis is preceded by acidification and that the protection against apoptosis conferred on neutrophils by granulocyte colony-stimulating factor is dependent upon delay of this acidification, To test the hypothesis that acidification could be a general feature of apoptosis, we examined intracellular pH changes in another cell line, Jurkat cells, a T-lymphoblastoid line, were induced to undergo apoptosis with anti-Fas IgM, cycloheximide, or exposure to short-wavelength UV light, We found that acidification occurred in response to treatment with these agents and that acidification preceded DNA fragmentation, Jurkat cells were also found to possess an acid endonuclease that is active below pH 6.8, compatible with a possible role for this enzyme in chromatin digestion during apoptosis, Incubation of the cells with the bases imidazole or chloroquine during treatment with anti Fas antibody or cycloheximide or after UV exposure decreased apoptosis as assessed by nuclear morphology and DNA content, The alkalinizing effect of imidazole and chloroquine was shown by the demonstration that the percentage of cells with an intracellular pH below 6.8 after treatment with anti-Fas antibody, cycloheximide, or UV was diminished in the presence of base as compared with similarly treated cells incubated in the absence of base, We conclude that acidification is an early event in programmed cell death and may be essential for genome destruction.",-0.146875,0.5555555555555556,負面
3416,"The study of the stability and physicochemical transformations of calcium and magnesium phosphate sorbents in a solution of calcium chloride and complexing agents: disodium salt of ethylenediaminetetraacetic acid and oxyethylidenediphosphonic acid established that calcium phosphates undergo no significant changes in aqueous systems under study, while magnesium phosphates (trimagnesium phosphate and magnesium hydrogenphosphate) are converted into calcium phosphates in solutions of CaCl2, therewith the introduction of ethylenediaminetetraacetic acid (EDTA) into the solution of CaCl2 has no significant effect on the magnesium phosphate conversion process, and introduction of oxyethylidene diphosphonic acid (OEDP) inhibits crystallization of calcium phosphate formed. Observed conversions should be considered when using magnesium and calcium phosphates as sorbents.",-0.1875,0.875,負面
3477,"Some anaerobic and facultative anaerobic bacteria represent novel therapeutic agents that have been recently applied in cancer therapy. Previously, we found that Salmonella choleraesuis in combination with cisplatin could retard tumor growth in the murine subsutaneous hepatocellular carcinoma (HCC) model. In this regard, we investigated the antitumor activity of S. choleraesuis in the ML-1 orthotopic tumor model. Systemically administered S. choleraesuis accumulated within not only subcutaneous but also orthotopic tumors for at least 30 days, forming tumor-to-norma tissue ratios exceeding 1,000-10,000 to 1. The antitumor effects S. choleraesuis were evaluated in mice bearing subcutaneous orthotopic ML-1 tumors. Compared with the control treatment, S. choleraesuis significantly prolonged the animal survival, reduced the tumor size, as well as upregulated interferon (IFN)-gamma and induced IFN-inducible chemokines CXCL10 (IP-10) productions. Furthermore, immunohistochemical staining of the tumors revealed decreased intratumoral microvessel density, increased infiltration of neutrophils, CD4(+) and CD8(+) T cells, and induced cell death in tumor microenvironment. In conclusion, these results suggest that tumor-targeted therapy using S. choleraesuis, which exerts tumoricidal and antiangiogenic activities, represents a potential strategy for the treatment of HCC. (c) 2007 Wiley-Liss. Inc.",-0.1739583333333333,0.6739583333333333,負面
3508,"This paper describes the Knowledge Reuse And Fusion/Transformation (KRAFT) architecture which supports the fusion of knowledge from multiple, distributed, heterogeneous sources. The architecture uses constraints as a common knowledge interchange format, expressed against a common ontology. Knowledge held in local sources can be transformed into a common constraint language, and fused with knowledge from other sources. The fused knowledge is then used to solve some problem or deliver some information to a user. Problem solving in KRAFT typically exploits pre-existing constraint solvers. KRAFT uses an open and flexible agent architecture in which knowledge sources, knowledge fusing entities and users are all represented by independent KRAFT agents, communicating using a messaging protocol. Facilitator agents perform matchmaking and brokerage services between the various kinds of agent. KRAFT is being applied to an example application in the domain of network data services design. (C) 2000 Elsevier Science B.V. All rights reserved.",-0.1191666666666666,0.35,負面
3515,"Recently, there has been a growing interest in the consensus of a multi-agent system (MAS) with advances in artificial intelligence and distributed computing. Sliding mode control (SMC) is a well-known method that provides robust control in the presence of uncertainties. While our previous study introduced SMC to the reinforcement learning (RL) based on approximate dynamic programming in the context of optimal control, SMC is introduced to a conventional RL framework in this work. As a specific realization, the modified twin delayed deep deterministic policy gradient (DDPG) for consensus was exploited to develop sliding mode RL. Numerical experiments show that the sliding mode RL outperforms existing state-of-the-art RL methods and model-based methods in terms of the mean square error (MSE) performance.",-0.1802248677248677,0.4169973544973545,負面
3576,"Conventionally synthesized silver nanoparticles (AgNP) imposed an alarming effect on the environment and caused toxicity to humans. However, the use of zeolite (zeoY) as a support system could increase its biocompatibility and reduce its toxicity. Hence, green synthesis of AgNP using Persicaria odorata leaves extract supported on zeolite Y has been prepared by an in situ synthesis technique. The phytochemical compounds in the optimized leaf extract concentration of 1% and volume of 0.9 mL reduced the silver ions to AgNP within the zeolite Y pores. Morphological observation revealed the incorporation of AgNP in the zeolite Y (average size: 18.51 nm). The release of AgNP exhibited antibacterial activity on C. acnes at a concentration lower than 1 g L -1 which is also dependent on the electrolyte. AgNP-zeoY promoted cell proliferation in vitro and it has a non -irritating effect when tested in the in vivo skin irritation model. (c) 2024 Chinese Society of Particuology and Institute of Process Engineering, Chinese Academy of Sciences. Published by Elsevier B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",-0.1241071428571428,0.3571428571428571,負面
3587,"This paper characterizes part of an interdisciplinary research effort on Artificial Intelligence (AI) techniques and tools applied to Environmental Decision-Support Systems (EDSS). WaWO+ the ontology we present here, provides a set of concepts that are queried, advertised and used to support reasoning about and the management of urban water resources in complex scenarios as a River Basin. The goal of this research is to increase efficiency in Data and Knowledge interoperability and data integration among heterogeneous environmental data sources (e.g., software agents) using an explicit, machine understandable ontology to facilitate urban water resources management within a River Basin. (C) 2016 Elsevier Ltd. All rights reserved.",-0.18,0.2799999999999999,負面
3669,"This paper presents and motivates the use of a given knowledge representation designed to facilitate the knowledge sharing from heterogeneous sources for problem solving in environmental processes using an Agent based technology. In order to test the feasibility of this representation (Domino Model), a common problem occurring in the wastewater treatment process has been selected (filamentous bulking).",-0.3,0.5,負面
3725,"Toxicity and extent of lesion produced by the S-phase-specific cytotoxic agent, hydrourea, in hematopoietic stem cells and small intestinal epithelium were examined in relation to intervals between its repeated administrations. It was shown, that the minimal lesion occurred in the epithelial intestinal cells at 9-hr intervals, that in the hematopoietic stem cells, at 12-hr intervals. In intact mice, the course tolerable dose was found to be 7 g/kg in 9-hr-interval administration, that being 4 g/kg at 12-hr intervals.",-0.175,0.5,負面
3736,"Artificial intelligence (AI) has achieved superhuman performance in board games such as Go, chess, and Othello (Reversi). In other words, the AI system surpasses the level of a strong human expert player in such games. In this context, it is difficult for a human player to enjoy playing the games with the AI. To keep human players entertained and immersed in a game, the AI is required to dynamically balance its skill with that of the human player. To address this issue, we propose AlphaDDA, an AlphaZero-based AI with dynamic difficulty adjustment (DDA). AlphaDDA consists of a deep neural network (DNN) and a Monte Carlo tree search, as in AlphaZero. AlphaDDA learns and plays a game the same way as AlphaZero, but can change its skills. AlphaDDA estimates the value of the game state from only the board state using the DNN. AlphaDDA changes a parameter dominantly controlling its skills according to the estimated value. Consequently, AlphaDDA adjusts its skills according to a game state. AlphaDDA can adjust its skill using only the state of a game without any prior knowledge regarding an opponent. In this study, AlphaDDA plays Connect4, Othello, and 6x6 Othello with other AI agents. Other AI agents are AlphaZero, Monte Carlo tree search, the minimax algorithm, and a random player. This study shows that AlphaDDA can balance its skill with that of the other AI agents, except for a random player. AlphaDDA can weaken itself according to the estimated value. However, AlphaDDA beats the random player because AlphaDDA is stronger than a random player even if AlphaDDA weakens itself to the limit. The DDA ability of AlphaDDA is based on an accurate estimation of the value from the state of a game. We believe that the AlphaDDA approach for DDA can be used for any game AI system if the DNN can accurately estimate the value of the game state and we know a parameter controlling the skills of the AI system.",-0.1519607843137255,0.4497549019607843,負面
3840,"Purpose Artificial intelligence (AI) agents have been increasingly applied in the tourism and hospitality industry. However, AI service failure is inevitable. Thus, AI service recovery merits empirical investigation. This study aims to explore how AI empathic accuracy affects customers' satisfaction in the context of AI service recovery.Design/methodology/approach A moderated mediation model was presented to describe the effect of empathic accuracy on customer satisfaction via four scenario-based experiments.Findings The results reveal the positive impact of AI empathic accuracy on customer satisfaction and the mediating effects of perceived agency and perceived experience. Moreover, anthropomorphism moderates the empathic accuracy effect.Originality/value This paper expanded AI service studies by exploring the significance of empathic accuracy in customer recovery satisfaction. The results provide a novel theoretical viewpoint on retaining customers following AI service failure.",-0.1132575757575757,0.4306818181818181,負面
3842,"This work describes laboratory tests conducted on biological material taken from sick and dead birds from unknown infection in the Pavlodar oblast, Republic of Kazakhstan. In the course of pathological material laboratory tests electron microscopy revealed virion of type A avian influenza virus. Type A AI virus common protein is recognized with the help of ""Directigen Flu A"" test system. The results of HAIT showed hemagglutinin agent H5, and NAIT results showed neuraminidase agent N1. On the basis of laboratory tests results it was determined that the cause of sickness and death of birds in the territory of Pavlodar oblast Irtysh region farm ""NAN"" was H5N1 type A AI virus.",-0.3285714285714286,0.5892857142857143,負面
3875,Cold hardiness in 20 insect species living in extremely cold climate of Yakutia has been investigated for the first time. It was shown that the Yakutian insects prefer to use the strategy. of freeze tolerance according to which they produce special substances initiating the freezing of hemolymph at high subzero temperatures. The presence of ice-nucleating agents in-the haemolymph of insects belonging to the phylogenetic group of Lepidopteran was shown. We postulate that Pieris rapae may shift between the different cold hardiness strategies when they move from moderately cold regions to a more severe environment.,-0.1258730158730158,0.7271957671957672,負面
3930,"We studied a child with severe viral, bacterial, fungal, and parasitic diseases, who was homozygous for a loss-of-function mutation of REL, encoding c-Rel, which is selectively expressed in lymphoid and myeloid cells. The patient had low frequencies of NK, effector memory cells reexpressing CD45RA (Temra) CD8(+) T cells, memory CD4(+) T cells, including Th1 and Th1*, Tregs, and memory B cells, whereas the counts and proportions of other leukocyte subsets were normal. Functional deficits of myeloid cells included the abolition of IL-12 and IL-23 production by conventional DC1s (cDC1s) and monocytes, but not cDC2s. c-Rel was also required for induction of CD86 expression on, and thus antigen-presenting cell function of, cDCs. Functional deficits of lymphoid cells included reduced IL-2 production by naive T cells, correlating with low proliferation and survival rates and poor production of Th1, Th2, and Th17 cytokines by memory CD4(+) T cells. In naive CD4(+) T cells, c-Rel is dispensable for early IL2 induction but contributes to later phases of IL2 expression. The patient's naive B cells displayed impaired MYC and BCL2L1 induction, compromising B cell survival and proliferation and preventing their differentiation into Ig-secreting plasmablasts. Inherited c-Rel deficiency disrupts the development and function of multiple myeloid and lymphoid cells, compromising innate and adaptive immunity to multiple infectious agents.",-0.1013736263736263,0.4524725274725275,負面
3945,"(Z)-5-Arylidene-1-(4-methylphenylsulfonyl)-2-thiohydantoins 5a,b were synthesized from the direct condensation of the aromatic aldehydes 4a,b with 1-(4-methylphenylsulfonyl)-2-thiohydantoins 3a,b. Compounds 5a,b were coupled with 2'-deoxy-3',5'-di(4-methylbenzoyl)-alpha -D-erythro-pentofuranosyl chloride 6 under alkaline conditions to afford N-3-protected nucleosides 7a,b. Reaction of 5a,b with chloromethyl methyl sulfide and/or 2-bromoacetaldehyde diethyl acetal in alkaline medium afforded N-3-alkyl derivatives 8a-c. Reaction of 5a with 1,2-dichloroethane in alkaline conditions afforded bis-thiohydantoinylethane 9a,b. Compounds 5a,b were condensed with formaldehyde and secondary amines to afford 3-aminomethyl-2-thiohydantoins derivatives 10a-d. On the other hand, reaction of unsubstituted 2-thiohydantoins derivatives 11b,c with chloromethyl methyl sulfide afforded the mono- and bis-methylthio derivatives 12a,b and 13a,b, respectively. Reaction of 11b,c with secondary amines and formaldehyde gave 3-aminomethyl-2-thiohydantoins 14a-e. Reaction of 11a-c with bromoacetaldehyde diethyl acetal yielded the S-alkyl derivatives 15a-c which can be hydrolysed with ethanolic hydrochloric acid to afford 5-arylidenehydantoins 16a-c. The compounds do not display any antiviral activity.",-0.125,0.295,負面
3993,"Artificial intelligence for digital games constitutes the implementation of a set of algorithms and techniques from both traditional and modern artificial intelligence in order to provide solutions to a range of game dependent problems. However, the majority of current approaches lead to predefined, static and predictable game agent responses, with no ability to adjust during game-play to the behaviour or playing style of the player. Machine learning techniques provide a way to improve the behavioural dynamics of computer controlled game agents by facilitating the automated generation and selection of behaviours, thus enhancing the capabilities of digital game artificial intelligence and providing the opportunity to create more engaging and entertaining game-play experiences. This paper provides a survey of the current state of academic machine learning research for digital game environments, with respect to the use of techniques from neural networks, evolutionary computation and reinforcement learning for game agent control.",-0.1045454545454545,0.4795454545454545,負面
4007,"Given the accelerating powers of artificial intelligence (AI), we must equip artificial agents and robots with empathy to prevent harmful and irreversible decisions. Current approaches to artificial empathy focus on its cognitive or performative processes, overlooking affect, and thus promote sociopathic behaviors. Artificially vulnerable, fully empathic AI is necessary to prevent sociopathic robots and protect human welfare.",-0.3285714285714285,0.7142857142857143,負面
4027,"Purpose This study reviews existing research and current applications of artificial intelligence (AI) in the hospitality and tourism industry. It further proposes a new evaluation framework to inform the susceptibility of AI adoptions. Design/methodology/approach This is a synthesis and evaluation study that qualitatively summarizes and presents findings on AI applications in the hospitality and tourism industry. Current AI applications are rated using a seven-dimensional framework based on Rogers' (2003) diffusion theory. Findings AI adoption susceptibility in the hospitality and tourism industry varies based on the type of AI. Search/booking engines, virtual agents and chatbots rank high in the adoption susceptibility. Research limitations/implications This study bridges innovation diffusion theoretical underpinnings and AI applications. The findings support researchers, developers and managers in evaluating the adoption susceptibility of AI technologies in the hospitality and tourism industry. Originality/value This paper is among the few that focus on assessing AI adoption susceptibility in the hospitality and tourism industry. This paper develops a theory-based framework for systematically evaluating AI innovations in hospitality and tourism.",-0.1448484848484848,0.4882828282828282,負面
4068,"As artificial intelligence (AI) becomes more pervasive, the concern over how users can trust artificial agents is more important than ever before. In this research, we seek to understand the trust formation between humans and artificial agents from the morality and uncanny theory perspective. We conducted three studies to carefully examine the effect of two moral foundations: perceptions of harm and perceptions of injustice, as well as reported wrongdoing on uncanniness and examine the effect of uncanniness on trust in artificial agents. In Study 1, we found perceived injustice was the primary determinant of uncanniness and uncanniness had a negative effect on trust. Studies 2 and 3 extended these findings using two different scenarios of wrongful acts involving an artificial agent. In addition to explaining the contribution of moral appraisals to the feeling of uncanny, the latter studies also uncover substantial contributions of both perceived harm and perceived injustice. The results provide a foundation for establishing trust in artificial agents and designing an AI system by instilling moral values in it.",-0.1294117647058823,0.6617647058823529,負面
4128,"Spatial layout planning in architecture requires a deep understanding of topological spatial relationships, yet the process remains repetitive and laborious for designers. However, advancements in artificial intelligence (AI) offer new perspectives through automated spatial layout planning (ASLP), diverging from traditional human-centered approaches. This paper employs quantitative and qualitative analyses, reviewing 589 journal articles from the past decade, to gain a comprehensive understanding of ASLP+AI. It also proposes future research directions, exploring image-based, graph-based, performance-based, and agent-based approaches. Contributions to the existing body of knowledge include advancing ASLP through AI methodologies while preserving architects as curators, with a broader impact on academia and industry in promoting AI applications for spatial layout planning.",-0.1376623376623376,0.4613636363636363,負面
4137,"Knowledge is seen to be in the main distributed. This distributed knowledge has the potential to be shared by a number of knowledge based systems. These knowledge based systems may then not only share this knowledge, they could co-operate to ensure they integrate this knowledge. Multiagent interaction in artificial intelligence is a response to this. The problem of interaction between multiple problem solving agents is complex and has led to the genesis of distributed artificial intelligence (DAI). In this paper, some of the fundamental issues, motivations and problems of distributed AI are discussed. It will be shown that DAI systems exhibit qualities such as agent organization, agent coupling and complexity. Some of these qualities also apply to single AI systems, but others, like coupling, are unique to DAI and it is upon these qualities that this paper will focus.",-0.1029761904761904,0.6447619047619046,負面
4198,"Ex-Machina(2014) andMorgan(2016), two recent science-fiction films that deal with the creation of humanoids, also explored the relationship between artificial intelligence (AI), spatiality and the lingering question mark regarding artificial consciousness. In both narratives, the creators of the humanoids have tried to mimic human consciousness as closely as possible, which has resulted in the imprisonment of the humanoids due to proprietary concerns inEx-Machinaand due to the violent behavior of the humanoid inMorgan. This article addresses the dilemma of whether or not the humanoids in both films possess high levels of artificial consciousness and its possible consequences regarding focalization, a narrative term that presupposes subjectivity, as well as offer two new categories of posthuman focalization-X-focalizationandA-focalization. The issue of captivity also has far-reaching ethical implications when considering the underlying assumption of artificial consciousness-if humanoids are indeed endowed with a subjective inner life, then they are entitled to be treated as moral agents, equivalent to humans rather than animals.",-0.1846022727272727,0.6319507575757575,負面
4234,"Purpose To establish and validate a universal artificial intelligence (AI) platform for collaborative management of cataracts involving multilevel clinical scenarios and explored an AI-based medical referral pattern to improve collaborative efficiency and resource coverage. Methods The training and validation datasets were derived from the Chinese Medical Alliance for Artificial Intelligence, covering multilevel healthcare facilities and capture modes. The datasets were labelled using a three-step strategy: (1) capture mode recognition; (2) cataract diagnosis as a normal lens, cataract or a postoperative eye and (3) detection of referable cataracts with respect to aetiology and severity. Moreover, we integrated the cataract AI agent with a real-world multilevel referral pattern involving self-monitoring at home, primary healthcare and specialised hospital services. Results The universal AI platform and multilevel collaborative pattern showed robust diagnostic performance in three-step tasks: (1) capture mode recognition (area under the curve (AUC) 99.28%-99.71%), (2) cataract diagnosis (normal lens, cataract or postoperative eye with AUCs of 99.82%, 99.96% and 99.93% for mydriatic-slit lamp mode and AUCs >99% for other capture modes) and (3) detection of referable cataracts (AUCs >91% in all tests). In the real-world tertiary referral pattern, the agent suggested 30.3% of people be 'referred', substantially increasing the ophthalmologist-to-population service ratio by 10.2-fold compared with the traditional pattern. Conclusions The universal AI platform and multilevel collaborative pattern showed robust diagnostic performance and effective service for cataracts. The context of our AI-based medical referral pattern will be extended to other common disease conditions and resource-intensive situations.",-0.1026315789473684,0.4526315789473685,負面
4238,"This study investigated whether a drug therapy-induced reduction in nocturnal blood pressure (BP) was associated with decreased sleep apnea activity. Two polysomnographies from 54 hospitalized male hypertensive, obstructive sleep apnea patients were analyzed in a double-blind, randomized, parallel-group trial of the angiotensin-converting enzyme inhibitor cilazapril (C), 2.5 mg once daily, or placebo (P). Blood pressure was measured by means of an intra-arterial catheter. Compared with P, C lowered mean arterial BP during non-rapid eye movement (NREM) (-8.3 +/- 10.7 mm Hg, P =.05) and REM sleep (-8.6 +/- 10.1 mn Hg, P =.02). Respiratory disturbance index (-8.6 +/- 3.2 events/h of sleep (n/h), P =.01) and apnea index (AI) (-6.6 +/- 3.0 n/h, P =.04) during NREM sleep were lowered by C and, to a lesser extent, by P (-5.9 +/- 3.2 n/h, P =.07 and -5.0 +/- 3.6 n/h, P =.18, respectively). The effect on AI and hypopnea index (KI) during REM sleep was not significant for C (-5.9 +/- 3.4 and 0.1 +/- 2.0, NS, respectively) and P (-2.6 +/- 3.9 and 1.6 +/- 2.0, NS, respectively). There was a significant linear correlation between the change in REM systolic BP and the change in REM Al (r = 0.28, P =.04); the mean BP change correlated negatively with the change in HI (-0.28, P =,04). During NREM sleep there was no significant correlation between changes in BP and the treatment effects on sleep apnea activity. Blood pressure reduction after short-term antihypertensive treatment did not affect sleep disordered breathing during NREM sleep. Reduced BP was associated with a weak reduction of AI and a slight increase of HI during REM sleep. It appears that elevated BP contributes only marginally to sleep apnea severity in hypertensive patients with obstructive sleep apnea. Am J Hypertens 2000;13:1280-1287 (C) 2000 American Journal of Hypertension, Ltd.",-0.1098039215686274,0.4583333333333333,負面
4252,"The reaction of the cluster salt K-4[Re4Te4(CN)(12)]center dot 5H(2)O with NdCl3 center dot 6H(2)O was studied in either an acidic medium (HCl) or in a water solution in the presence of the following organic agents: hexafluoroacetylacetonate, 2,2'-bipyridine or 1,10-phenanthroline (phen). The crystal structures of four new compounds have been solved by single crystal X-ray diffraction analysis: (H)[{Nd(H2O)(5)}{Re4Te4(CN)(12)}]center dot 5.5H(2)O (1) (space group P2(1)/c, framework structure), K-2[{Nd(H2O)(7)}(2){Re4Te4(CN)(12)}(2)]center dot 8H(2)O (2) (space group C2/c, isolated structure), K0.5H0.5[Nd(H2O)(5)){Re4Te4(CN)(12)}center dot 3H(2)O (3) (space group Cmcm, layered structure) and (phenH)[{Nd(H2O)(2)(phen)(2)}{Re4Te4(CN)(12)}]center dot 11H(2)O (4) (space group C2/c, chain structure). 1,10-Phenanthroline was found to have been incorporated into the structure of compound 4, whilst hexafluoroacetylacetonate and 2,2'-bipyridine did not enter the structures of 2 and 3. It was shown that the structures of compounds 2-4 differ dramatically from that found for compound 1, which was obtained in the absence of the organic agents. (C) 2011 Elsevier Ltd. All rights reserved.",-0.1329274891774891,0.3114718614718614,負面
4367,"This study aimed to develop stable emulsion gels enriched in polyunsaturated fatty acids, formulated with a mixture of olive (75%) and linseed (25%) oils, by incorporating two different stabilizers-pea and soy protein isolates-and three different cold gelling agents-chitosan, pectin and xanthan-to be used as pork backfat replacers in beef burgers. The color, pH, stability and textural properties of the emulsion gels were analyzed as affected by cold storage (4 degrees C, 7 days). Proximate composition, fatty acid content, technological and sensory properties were determined after burger processing. Meanwhile, color, pH, textural parameters and lipid oxidation were monitored in burgers at 0, 5 and 10 days of storage at 4 degrees C. A reduction of the fat content between 21.49% and 39.26% was achieved in the reformulated burgers as compared with the control, while the n-6/n-3 polyunsaturated fatty acid ratio decreased from 5.11 to 0.62. The highest moisture and fat retention were found in reformulated burgers made with xanthan, both with pea and soy proteins; however, their textural properties were negatively affected. The reformulated burgers made with chitosan were rated highest for sensory attributes and overall acceptability, not significantly different from the controls.",-0.2272727272727272,0.5545454545454546,負面
4381,"This chapter describes a 4 year research project (2008-2011) to build China's first artificial brain. It takes an ""evolutionary engineering"" approach, by evolving 10,000s of neural net modules, (or ""agents"" in the sense of Minsky's ""Society of Mind"" [Minsky 1988, 2007]), and connecting them to make artificial brains. These modules are evolved rapidly in seconds on a ""Tesla"" PC Supercomputer, and connected according to the artificial brain designs of human ""BAs"" (Brain Architects). The artificial brain will eventually contain thousands of pattern recognizer modules, and hundreds of decision modules that when suitably combined will control the hundreds of behaviors of a walking, talking robot.",-0.1999999999999999,0.6479166666666667,負面
4469,"Isolated adrenocorticotropic hormone deficiency (IAD) is a cause of adrenal insufficiency (AI), which shows impaired secretion of adrenocorticotropic hormone (ACTH) with the preserved secretion of other anterior pituitary gland hormones. We herein report a case of IAD complicated by chronic thyroiditis presenting with neuropsychiatric symptoms without other signs indicative of AI that showed complete improvement of the cognitive function after the administration of corticosteroids. The clinical features of our case may be confused with autoimmune encephalopathies (AEs); however, IAD should be strictly differentiated from as it requires permanent hormone replacement without addition of immunosuppressive agents.",-0.21,0.57,負面
4553,"Vibrio harveyi is one of the most serious bacterial pathogens to aquatic animals worldwide. Evidence is mounting that coinfections caused by multiple pathogens are common in nature and can alter the severity of diseases in marine animals. However, bacterial coinfections involving V. harveyi have received little attention in mariculture. In this study, the results of pathogen isolation indicated that bacterial coinfection was a common and overlooked risk for hybrid groupers (female Epinephelus polyphekadion x male E. fuscoguttatus) reared in an industrialized flow-through pattern in Hainan Province. The artificial infection in hybrid groupers revealed that coinfections with V. harveyi strain GDH11385 (a serious lethal causative agent to groupers) and other isolated pathogens resulted in higher mortality (46.67%) than infection with strain GDH11385 alone (33.33%), whereas no mortality was observed in single infection with other pathogens. Furthermore, the intestine, liver and spleen of hybrid groupers are target organs for bacterial coinfections involving V. harveyi. Based on the infection patterns found in this study, we propose that V. harveyi may have a specific spatiotemporal expression pattern of virulence genes when infecting the host. Taken together, bacterial coinfection with V. harveyi is a neglected high-risk lethal causative agent to hybrid groupers in the industrialized flow-through aquaculture systems in Hainan Province.",-0.1083730158730158,0.4126190476190476,負面
4642,"The purpose of this study was to assess the performance of structure-guided deformable image registration (SG-DIR) relative to rigid registration and DIR using TG-132 recommendations. This assessment was performed for image registration of treatment planning computed tomography (CT) and magnetic resonance imaging (MRI) scans with Primovist (R) contrast agent acquired post stereotactic body radiation therapy (SBRT). SBRT treatment planning CT scans and posttreatment Primovist (R) MRI scans were obtained for 14 patients. The liver was delineated on both sets of images and matching anatomical landmarks were chosen by a radiation oncologist. Rigid registration, DIR, and two types of SG-DIR (using liver contours only; and using liver structures along with anatomical landmarks) were performed for each set of scans. TG-132 recommended metrics were estimated which included Dice Similarity Coefficient (DSC), Mean Distance to Agreement (MDA), Target Registration Error (TRE), and Jacobian determinant. Statistical analysis was performed using Wilcoxon Signed Rank test. The median (range) DSC for rigid registration was 0.88 (0.77-0.89), 0.89 (0.81-0.93) for DIR, and 0.90 (0.86-0.94) for both types of SG-DIR tested in this study. The median MDA was 4.8 mm (3.7-6.8 mm) for rigid registration, 3.4 mm (2.4-8.7 mm) for DIR, 3.2 mm (2.0-5.2 mm) for SG-DIR where liver structures were used to guide the registration, and 2.8 mm (2.1-4.2 mm) for the SG-DIR where liver structures and anatomical landmarks were used to guide the registration. The median TRE for rigid registration was 7.2 mm (0.5-23 mm), 6.8 mm (0.7-30.7 mm) for DIR, 6.1 mm (1.1-20.5 mm) for the SG-DIR guided by only the liver structures, and 4.1 mm (0.8-19.7 mm) for SG-DIR guided by liver contours and anatomical landmarks. The SG-DIR shows higher liver conformality as per TG-132 metrics and lowest TRE compared to rigid registration and DIR in Velocity AI software for the purpose of registering treatment planning CT and post-SBRT MRI for the liver region. It was found that TRE decreases when liver contours and corresponding anatomical landmarks guide SG-DIR.",-0.14375,0.68125,負面
4658,"This paper sets the rational and historical background for this issue of the the Journal. It also provides editorial overviews of the three artificial intelligence (AI) technology themes of 'constraint optimisation and scheduling', 'software agents' and 'soft computing' that are covered by the papers in this issue.",-0.1666666666666666,0.45,負面
4729,"Adversarial decision making is aimed at determining optimal decision strategies to deal with an adaptive opponent. A clear example of such situation is the repeated imitation game presented here. Two agents compete in an adversarial model where one agent wants to learn how to imitate the actions taken by the other agent by means of the observation and memorization of the past actions. One defense against this adversary is to make decisions that are intended to confuse him. To achieve this, randomized strategies that change along time for one of the agents are proposed and their performance is analysed from both a theoretical and empirical point of view. We also study the ability of the imitator to avoid deception and adapt to a new behaviour by forgetting the oldest observations. The results confirm that wrong assumptions about the imitator's behaviour lead to dramatic losses due to a failure in causing deception.",-0.1247835497835497,0.3455627705627705,負面
